50 , 0.002
100 , 0.008
150 , 0.017
200 , 0.032
250 , 0.051
300 , 0.075
350 , 0.109
400 , 0.142
450 , 0.183
500 , 0.227
550 , 0.339
600 , 0.367
650 , 0.444
700 , 0.529
750 , 0.587
800 , 0.689
850 , 0.759
900 , 0.837
950 , 0.9461
1000 , 1.2101
1050 , 2.3061
1100 , 1.2881
1150 , 1.8791
1200 , 3.6022
1250 , 1.6841
1300 , 2.7842
1350 , 3.0822
1400 , 2.5741
1450 , 2.5621
1500 , 2.6332
1550 , 2.7192
1600 , 2.6652
1650 , 2.9872
1700 , 3.0652
1750 , 3.7152
1800 , 4.0952
1850 , 4.7763
1900 , 5.5373
1950 , 5.8393
2000 , 6.1704
2050 , 5.8783
2100 , 6.2254
2150 , 8.9245
2200 , 7.4314
2250 , 7.9385
2300 , 7.5214
2350 , 6.3544
2400 , 6.6684
2450 , 7.0764
2500 , 7.6454
2550 , 9.0515
2600 , 7.5304
2650 , 9.8866
2700 , 16.4629
2750 , 15.2439
2800 , 28.2006
2850 , 21.7082
2900 , 16.5559
2950 , 13.6048
3000 , 13.2778
3050 , 12.2547
3100 , 10.2246
3150 , 10.0356
3200 , 10.2746
3250 , 11.2366
3300 , 11.1856
3350 , 13.0927
3400 , 15.8789
3450 , 19.4071
3500 , 18.353
3550 , 15.9459
3600 , 15.4159
3650 , 17.482
3700 , 14.3658
3750 , 14.9769
3800 , 16.691
3850 , 19.1141
3900 , 19.2031
3950 , 18.3751
4000 , 17.674
4050 , 18.346
4100 , 19.5231
4150 , 21.1172
4200 , 24.7614
4250 , 23.1503
4300 , 20.5602
4350 , 21.6912
4400 , 26.1235
4450 , 25.7135
4500 , 28.0486
4550 , 33.4599
4600 , 55.3652
4650 , 40.6903
4700 , 39.5343
4750 , 37.8522
4800 , 43.4685
4850 , 39.7133
4900 , 42.3544
4950 , 41.1574
5000 , 44.3835
5050 , 45.6216
5100 , 56.6282
5150 , 48.6768
5200 , 46.9397
5250 , 52.567
5300 , 45.5446
5350 , 52.232
5400 , 51.938
5450 , 51.4569
5500 , 51.3689
5550 , 57.7993
5600 , 67.9319
5650 , 75.1053
5700 , 59.6624
5750 , 59.9724
5800 , 55.6082
5850 , 65.6688
5900 , 56.2982
5950 , 93.2713
6000 , 67.7229
6050 , 64.7537
6100 , 70.288
6150 , 89.9521
6200 , 70.238
6250 , 72.2631
6300 , 61.6375
6350 , 65.1887
6400 , 73.7152
6450 , 73.8012
6500 , 62.3216
6550 , 76.4464
6600 , 89.0821
6650 , 70.9111
6700 , 99.4987
6750 , 85.1179
6800 , 90.3842
6850 , 77.6094
6900 , 87.491
6950 , 101.5288
7000 , 89.4451
7050 , 115.9956
7100 , 105.9101
7150 , 103.5819
7200 , 101.7768
7250 , 80.0326
7300 , 72.3401
7350 , 77.0434
7400 , 69.0509
7450 , 75.2903
7500 , 65.6628
7550 , 64.5807
7600 , 62.8946
7650 , 64.9717
7700 , 67.1118
7750 , 69.2655
7800 , 65.6026
7850 , 68.2702
7900 , 66.4973
7950 , 80.3953
8000 , 92.9398
8050 , 95.8834
8100 , 87.1667
8150 , 80.3695
8200 , 79.3281
8250 , 82.0512
8300 , 79.3169
8350 , 83.1863
8400 , 80.2073
8450 , 87.1163
8500 , 174.0997
8550 , 217.0634
8600 , 139.843
8650 , 172.3159
8700 , 144.0232
8750 , 136.4656
8800 , 114.8253
8850 , 92.0242
8900 , 183.7496
8950 , 132.9022
9000 , 93.7523
9050 , 94.0754
9100 , 96.7063
9150 , 98.7643
9200 , 107.7312
9250 , 98.9482
9300 , 104.2642
9350 , 107.3475
9400 , 130.4679
9450 , 123.366
9500 , 131.4919
9550 , 96.3464
9600 , 97.0946
9650 , 93.7562
9700 , 95.8466
9750 , 104.2918
9800 , 99.419
9850 , 102.0242
9900 , 103.4916
9950 , 101.1506
10000 , 101.025
